Area_name,STCOU,EDU010187F,EDU010187D,EDU010187N1,EDU010187N2,EDU010188F,EDU010188D,EDU010188N1,EDU010188N2,EDU010189F,EDU010189D,EDU010189N1,EDU010189N2,EDU010190F,EDU010190D,EDU010190N1,EDU010190N2,EDU010191F,EDU010191D,EDU010191N1,EDU010191N2,EDU010192F,EDU010192D,EDU010192N1,EDU010192N2,EDU010193F,EDU010193D,EDU010193N1,EDU010193N2,EDU010194F,EDU010194D,EDU010194N1,EDU010194N2,EDU010195F,EDU010195D,EDU010195N1,EDU010195N2,EDU010196F,EDU010196D,EDU010196N1,EDU010196N2
"Clark, IL",17023,0,2890,0,0,0,2930,0,0,0,2891,0,0,0,2815,0,0,0,2861,0,0,0,2888,0,0,0,2957,0,0,0,3021,0,0,0,3082,0,0,0,3160,0,0
"Clay, IL",17025,0,2753,0,0,0,2748,0,0,0,2667,0,0,0,2698,0,0,0,2715,0,0,0,2717,0,0,0,2744,0,0,0,2727,0,0,0,2719,0,0,0,2738,0,0
"Clinton, IL",17027,0,5164,0,0,0,5146,0,0,0,5067,0,0,0,5215,0,0,0,5308,0,0,0,5393,0,0,0,5525,0,0,0,5672,0,0,0,5714,0,0,0,5720,0,0
"Coles, IL",17029,0,7739,0,0,0,7832,0,0,0,7250,0,0,0,7686,0,0,0,7878,0,0,0,8016,0,0,0,8027,0,0,0,8099,0,0,0,8209,0,0,0,8094,0,0
"Cook, IL",17031,0,746499,0,0,0,736061,0,0,0,691399,0,0,0,721755,0,0,0,727501,0,0,0,735791,0,0,0,744071,0,0,0,747340,0,0,0,752777,0,0,0,763254,0,0
"Crawford, IL",17033,0,3791,0,0,0,3702,0,0,0,3530,0,0,0,3599,0,0,0,3734,0,0,0,3753,0,0,0,3855,0,0,0,3819,0,0,0,3821,0,0,0,3821,0,0
"Cumberland, IL",17035,0,2010,0,0,0,1981,0,0,0,1938,0,0,0,1966,0,0,0,1976,0,0,0,1977,0,0,0,2066,0,0,0,2060,0,0,0,2069,0,0,0,2081,0,0
"DeKalb, IL",17037,0,11837,0,0,0,12433,0,0,0,11647,0,0,0,12553,0,0,0,12775,0,0,0,13083,0,0,0,13453,0,0,0,13785,0,0,0,14212,0,0,0,14601,0,0
"De Witt, IL",17039,0,3244,0,0,0,3217,0,0,0,3070,0,0,0,3119,0,0,0,3142,0,0,0,3223,0,0,0,3284,0,0,0,3323,0,0,0,3358,0,0,0,3366,0,0
"Douglas, IL",17041,0,3415,0,0,0,3428,0,0,0,3405,0,0,0,3516,0,0,0,3599,0,0,0,3591,0,0,0,3596,0,0,0,3517,0,0,0,3266,0,0,0,3293,0,0
"DuPage, IL",17043,0,113969,0,0,0,117405,0,0,0,113821,0,0,0,120133,0,0,0,123864,0,0,0,127613,0,0,0,131290,0,0,0,135200,0,0,0,138914,0,0,0,142039,0,0
"Edgar, IL",17045,0,3847,0,0,0,3739,0,0,0,3634,0,0,0,3647,0,0,0,3566,0,0,0,3577,0,0,0,3572,0,0,0,3557,0,0,0,3852,0,0,0,3898,0,0
"Edwards, IL",17047,0,1294,0,0,0,1277,0,0,0,1130,0,0,0,1221,0,0,0,1180,0,0,0,1155,0,0,0,1161,0,0,0,1119,0,0,0,1147,0,0,0,1127,0,0
"Effingham, IL",17049,0,5634,0,0,0,5867,0,0,0,5854,0,0,0,5919,0,0,0,6050,0,0,0,6039,0,0,0,6147,0,0,0,6232,0,0,0,6324,0,0,0,6502,0,0
"Fayette, IL",17051,0,3508,0,0,0,3657,0,0,0,3334,0,0,0,3355,0,0,0,3328,0,0,0,3464,0,0,0,3433,0,0,0,3553,0,0,0,3552,0,0,0,3532,0,0
"Ford, IL",17053,0,1549,0,0,0,2582,0,0,0,2529,0,0,0,2602,0,0,0,2749,0,0,0,2764,0,0,0,2540,0,0,0,2565,0,0,0,2600,0,0,0,2640,0,0
"Franklin, IL",17055,0,7511,0,0,0,7360,0,0,0,6831,0,0,0,6994,0,0,0,6903,0,0,0,6911,0,0,0,6974,0,0,0,6932,0,0,0,6853,0,0,0,6874,0,0
"Fulton, IL",17057,0,8156,0,0,0,8320,0,0,0,7808,0,0,0,8136,0,0,0,8190,0,0,0,8043,0,0,0,8000,0,0,0,7950,0,0,0,7873,0,0,0,7814,0,0
"Gallatin, IL",17059,0,1245,0,0,0,1216,0,0,0,1101,0,0,0,1106,0,0,0,1072,0,0,0,1057,0,0,0,1079,0,0,0,1005,0,0,0,1032,0,0,0,1036,0,0
"Greene, IL",17061,0,2598,0,0,0,2656,0,0,0,2516,0,0,0,2615,0,0,0,2615,0,0,0,2663,0,0,0,2633,0,0,0,2640,0,0,0,2657,0,0,0,2621,0,0
"Grundy, IL",17063,0,7024,0,0,0,7411,0,0,0,6818,0,0,0,7357,0,0,0,7307,0,0,0,7359,0,0,0,7585,0,0,0,7829,0,0,0,8007,0,0,0,8383,0,0
"Hamilton, IL",17065,0,1478,0,0,0,1482,0,0,0,1391,0,0,0,1403,0,0,0,1424,0,0,0,1441,0,0,0,1447,0,0,0,1424,0,0,0,1448,0,0,0,1501,0,0
"Hancock, IL",17067,0,4337,0,0,0,4408,0,0,0,4258,0,0,0,4309,0,0,0,4353,0,0,0,4384,0,0,0,4389,0,0,0,4373,0,0,0,4373,0,0,0,4363,0,0
"Hardin, IL",17069,0,1027,0,0,0,990,0,0,0,989,0,0,0,957,0,0,0,961,0,0,0,953,0,0,0,934,0,0,0,928,0,0,0,914,0,0,0,861,0,0
"Henderson, IL",17071,0,1273,0,0,0,1276,0,0,0,1215,0,0,0,1254,0,0,0,1252,0,0,0,1281,0,0,0,1280,0,0,0,1293,0,0,0,1306,0,0,0,1352,0,0
"Henry, IL",17073,0,10364,0,0,0,9979,0,0,0,9497,0,0,0,9612,0,0,0,9800,0,0,0,10005,0,0,0,10044,0,0,0,10116,0,0,0,10210,0,0,0,10147,0,0
"Iroquois, IL",17075,0,5727,0,0,0,5760,0,0,0,5354,0,0,0,5726,0,0,0,5495,0,0,0,5512,0,0,0,5683,0,0,0,5793,0,0,0,5886,0,0,0,5992,0,0
"Jackson, IL",17077,0,8041,0,0,0,8125,0,0,0,7479,0,0,0,8008,0,0,0,8063,0,0,0,8202,0,0,0,8266,0,0,0,8238,0,0,0,8239,0,0,0,8211,0,0
"Jasper, IL",17079,0,1913,0,0,0,1898,0,0,0,1830,0,0,0,1901,0,0,0,1937,0,0,0,1941,0,0,0,2012,0,0,0,2027,0,0,0,2083,0,0,0,2053,0,0
"Jefferson, IL",17081,0,7068,0,0,0,7311,0,0,0,6557,0,0,0,7160,0,0,0,7163,0,0,0,7171,0,0,0,7179,0,0,0,7305,0,0,0,7244,0,0,0,7363,0,0
"Jersey, IL",17083,0,2970,0,0,0,2984,0,0,0,2870,0,0,0,2928,0,0,0,3013,0,0,0,3141,0,0,0,3201,0,0,0,3170,0,0,0,3242,0,0,0,3273,0,0
"Jo Daviess, IL",17085,0,4494,0,0,0,4228,0,0,0,3785,0,0,0,4039,0,0,0,4369,0,0,0,4124,0,0,0,4093,0,0,0,4163,0,0,0,4183,0,0,0,4084,0,0
"Johnson, IL",17087,0,1738,0,0,0,1771,0,0,0,1689,0,0,0,1715,0,0,0,1763,0,0,0,1729,0,0,0,1784,0,0,0,1760,0,0,0,1808,0,0,0,1851,0,0
"Kane, IL",17089,0,68619,0,0,0,70678,0,0,0,67734,0,0,0,72655,0,0,0,75129,0,0,0,77061,0,0,0,79012,0,0,0,81292,0,0,0,83659,0,0,0,86339,0,0
"Kankakee, IL",17091,0,17609,0,0,0,18293,0,0,0,16558,0,0,0,18010,0,0,0,18159,0,0,0,18311,0,0,0,18492,0,0,0,18656,0,0,0,18801,0,0,0,18892,0,0
"Kendall, IL",17093,0,7415,0,0,0,7482,0,0,0,7457,0,0,0,7779,0,0,0,7814,0,0,0,7881,0,0,0,8094,0,0,0,8457,0,0,0,8713,0,0,0,8951,0,0
"Knox, IL",17095,0,9723,0,0,0,9508,0,0,0,8797,0,0,0,9403,0,0,0,9246,0,0,0,9347,0,0,0,9274,0,0,0,9081,0,0,0,9044,0,0,0,8970,0,0
"Lake, IL",17097,0,84057,0,0,0,86764,0,0,0,82535,0,0,0,88935,0,0,0,92410,0,0,0,95047,0,0,0,97251,0,0,0,100641,0,0,0,104134,0,0,0,108354,0,0
"LaSalle, IL",17099,0,16124,0,0,0,16418,0,0,0,15153,0,0,0,16539,0,0,0,16807,0,0,0,16916,0,0,0,17107,0,0,0,17386,0,0,0,17619,0,0,0,17720,0,0
"Lawrence, IL",17101,0,3056,0,0,0,3117,0,0,0,2835,0,0,0,2870,0,0,0,2853,0,0,0,2903,0,0,0,2861,0,0,0,2847,0,0,0,2807,0,0,0,2764,0,0
"Lee, IL",17103,0,5515,0,0,0,5570,0,0,0,5252,0,0,0,5490,0,0,0,5523,0,0,0,5631,0,0,0,5650,0,0,0,5729,0,0,0,5765,0,0,0,5771,0,0
"Livingston, IL",17105,0,6646,0,0,0,7022,0,0,0,6456,0,0,0,7239,0,0,0,7519,0,0,0,7677,0,0,0,7930,0,0,0,8142,0,0,0,8264,0,0,0,8357,0,0
"Logan, IL",17107,0,3988,0,0,0,4343,0,0,0,3948,0,0,0,4292,0,0,0,4432,0,0,0,4412,0,0,0,4448,0,0,0,4432,0,0,0,4432,0,0,0,4584,0,0
"McDonough, IL",17109,0,4691,0,0,0,4632,0,0,0,4359,0,0,0,4571,0,0,0,4586,0,0,0,4556,0,0,0,4503,0,0,0,4502,0,0,0,4618,0,0,0,4457,0,0
"McHenry, IL",17111,0,26760,0,0,0,27365,0,0,0,27236,0,0,0,29087,0,0,0,30442,0,0,0,31992,0,0,0,33492,0,0,0,35114,0,0,0,36615,0,0,0,38143,0,0
"McLean, IL",17113,0,18668,0,0,0,20401,0,0,0,19322,0,0,0,20655,0,0,0,21719,0,0,0,22092,0,0,0,22301,0,0,0,22689,0,0,0,23136,0,0,0,23559,0,0
"Macon, IL",17115,0,21608,0,0,0,22223,0,0,0,19970,0,0,0,21508,0,0,0,21644,0,0,0,21642,0,0,0,21272,0,0,0,21037,0,0,0,20743,0,0,0,20343,0,0
"Macoupin, IL",17117,0,9721,0,0,0,9686,0,0,0,9400,0,0,0,9581,0,0,0,9733,0,0,0,9801,0,0,0,9889,0,0,0,10109,0,0,0,10102,0,0,0,10230,0,0
"Madison, IL",17119,0,41777,0,0,0,43195,0,0,0,39062,0,0,0,42310,0,0,0,42811,0,0,0,43124,0,0,0,43676,0,0,0,43813,0,0,0,44365,0,0,0,44488,0,0
"Marion, IL",17121,0,8293,0,0,0,8326,0,0,0,7725,0,0,0,8394,0,0,0,8534,0,0,0,8538,0,0,0,8695,0,0,0,8812,0,0,0,8712,0,0,0,8691,0,0
"Marshall, IL",17123,0,2376,0,0,0,2391,0,0,0,2366,0,0,0,2358,0,0,0,2339,0,0,0,2350,0,0,0,1788,0,0,0,1729,0,0,0,1740,0,0,0,1762,0,0
"Mason, IL",17125,0,3602,0,0,0,3523,0,0,0,3295,0,0,0,3458,0,0,0,3388,0,0,0,3772,0,0,0,3676,0,0,0,3658,0,0,0,3633,0,0,0,3637,0,0
"Massac, IL",17127,0,2618,0,0,0,2656,0,0,0,2497,0,0,0,2674,0,0,0,2643,0,0,0,2652,0,0,0,2674,0,0,0,2655,0,0,0,2670,0,0,0,2635,0,0
"Menard, IL",17129,0,2494,0,0,0,2477,0,0,0,2436,0,0,0,2462,0,0,0,2484,0,0,0,2543,0,0,0,2614,0,0,0,2694,0,0,0,2712,0,0,0,2770,0,0
"Mercer, IL",17131,0,3847,0,0,0,3795,0,0,0,3563,0,0,0,3607,0,0,0,3645,0,0,0,3629,0,0,0,3644,0,0,0,3650,0,0,0,3757,0,0,0,3743,0,0
"Monroe, IL",17133,0,3074,0,0,0,3147,0,0,0,3106,0,0,0,3258,0,0,0,3721,0,0,0,3821,0,0,0,4095,0,0,0,4164,0,0,0,4377,0,0,0,4430,0,0
"Montgomery, IL",17135,0,5282,0,0,0,5300,0,0,0,5166,0,0,0,5318,0,0,0,5450,0,0,0,5459,0,0,0,5437,0,0,0,5467,0,0,0,5508,0,0,0,5671,0,0
"Morgan, IL",17137,0,5837,0,0,0,5865,0,0,0,5603,0,0,0,5888,0,0,0,5785,0,0,0,5903,0,0,0,6064,0,0,0,6059,0,0,0,6089,0,0,0,6031,0,0
"Moultrie, IL",17139,0,1996,0,0,0,1997,0,0,0,2007,0,0,0,1977,0,0,0,1951,0,0,0,1958,0,0,0,1948,0,0,0,1978,0,0,0,1991,0,0,0,1979,0,0
"Ogle, IL",17141,0,8756,0,0,0,8981,0,0,0,8755,0,0,0,9146,0,0,0,9332,0,0,0,9446,0,0,0,9590,0,0,0,9755,0,0,0,9944,0,0,0,10084,0,0
"Peoria, IL",17143,0,29252,0,0,0,28893,0,0,0,26418,0,0,0,28816,0,0,0,29239,0,0,0,29189,0,0,0,29024,0,0,0,28791,0,0,0,28619,0,0,0,28353,0,0
"Perry, IL",17145,0,3422,0,0,0,3337,0,0,0,3136,0,0,0,3246,0,0,0,3198,0,0,0,3139,0,0,0,3173,0,0,0,3120,0,0,0,3104,0,0,0,3095,0,0
"Piatt, IL",17147,0,3482,0,0,0,3415,0,0,0,3293,0,0,0,3310,0,0,0,3305,0,0,0,3317,0,0,0,3407,0,0,0,3394,0,0,0,3377,0,0,0,3441,0,0
"Pike, IL",17149,0,3229,0,0,0,3187,0,0,0,2977,0,0,0,3014,0,0,0,3057,0,0,0,3116,0,0,0,3126,0,0,0,3144,0,0,0,3193,0,0,0,3096,0,0
"Pope, IL",17151,0,749,0,0,0,744,0,0,0,739,0,0,0,727,0,0,0,708,0,0,0,701,0,0,0,692,0,0,0,688,0,0,0,675,0,0,0,671,0,0
"Pulaski, IL",17153,0,1725,0,0,0,1803,0,0,0,1671,0,0,0,1774,0,0,0,1772,0,0,0,1751,0,0,0,1772,0,0,0,1790,0,0,0,1833,0,0,0,1797,0,0
"Putnam, IL",17155,0,1028,0,0,0,940,0,0,0,887,0,0,0,913,0,0,0,980,0,0,0,1007,0,0,0,1025,0,0,0,1055,0,0,0,1046,0,0,0,1066,0,0
"Randolph, IL",17157,0,5287,0,0,0,5247,0,0,0,5066,0,0,0,5292,0,0,0,5339,0,0,0,5326,0,0,0,5274,0,0,0,5261,0,0,0,5198,0,0,0,5147,0,0
"Richland, IL",17159,0,2703,0,0,0,2682,0,0,0,2655,0,0,0,2746,0,0,0,2797,0,0,0,2845,0,0,0,2855,0,0,0,2969,0,0,0,2909,0,0,0,2934,0,0
"Rock Island, IL",17161,0,25232,0,0,0,25109,0,0,0,22926,0,0,0,24298,0,0,0,24362,0,0,0,24632,0,0,0,24800,0,0,0,24615,0,0,0,25040,0,0,0,24904,0,0
"St. Clair, IL",17163,0,47919,0,0,0,47621,0,0,0,45052,0,0,0,46801,0,0,0,46603,0,0,0,46812,0,0,0,47566,0,0,0,47735,0,0,0,47271,0,0,0,47210,0,0
"Saline, IL",17165,0,4942,0,0,0,4850,0,0,0,4432,0,0,0,4619,0,0,0,4638,0,0,0,4698,0,0,0,4611,0,0,0,4654,0,0,0,4639,0,0,0,4614,0,0
"Sangamon, IL",17167,0,32991,0,0,0,35184,0,0,0,31728,0,0,0,36014,0,0,0,36905,0,0,0,37760,0,0,0,38799,0,0,0,39575,0,0,0,41453,0,0,0,41481,0,0
"Schuyler, IL",17169,0,1229,0,0,0,1217,0,0,0,1202,0,0,0,1257,0,0,0,1213,0,0,0,1204,0,0,0,1203,0,0,0,1180,0,0,0,1196,0,0,0,1229,0,0
"Scott, IL",17171,0,1098,0,0,0,1083,0,0,0,990,0,0,0,1048,0,0,0,1069,0,0,0,1080,0,0,0,1056,0,0,0,1058,0,0,0,1080,0,0,0,1103,0,0
"Shelby, IL",17173,0,4003,0,0,0,3917,0,0,0,3848,0,0,0,3907,0,0,0,3979,0,0,0,4030,0,0,0,4366,0,0,0,4447,0,0,0,4516,0,0,0,4585,0,0
"Stark, IL",17175,0,1383,0,0,0,1329,0,0,0,1283,0,0,0,1326,0,0,0,1305,0,0,0,1329,0,0,0,1332,0,0,0,1339,0,0,0,1330,0,0,0,1302,0,0
"Stephenson, IL",17177,0,7973,0,0,0,8139,0,0,0,7624,0,0,0,7820,0,0,0,7861,0,0,0,7937,0,0,0,8020,0,0,0,8142,0,0,0,8156,0,0,0,8271,0,0
"Tazewell, IL",17179,0,22178,0,0,0,22742,0,0,0,20886,0,0,0,22163,0,0,0,21856,0,0,0,21638,0,0,0,21306,0,0,0,21249,0,0,0,21093,0,0,0,21634,0,0
"Union, IL",17181,0,3442,0,0,0,3326,0,0,0,3199,0,0,0,3249,0,0,0,3342,0,0,0,3418,0,0,0,3492,0,0,0,3439,0,0,0,3548,0,0,0,3609,0,0
"Vermilion, IL",17183,0,16459,0,0,0,16922,0,0,0,15502,0,0,0,16387,0,0,0,16293,0,0,0,16051,0,0,0,16063,0,0,0,16125,0,0,0,15629,0,0,0,15421,0,0
"Wabash, IL",17185,0,2327,0,0,0,2293,0,0,0,2162,0,0,0,2282,0,0,0,2288,0,0,0,2327,0,0,0,2345,0,0,0,2292,0,0,0,2306,0,0,0,2314,0,0
"Warren, IL",17187,0,3014,0,0,0,3476,0,0,0,3342,0,0,0,3396,0,0,0,3477,0,0,0,3494,0,0,0,3541,0,0,0,3500,0,0,0,3484,0,0,0,3448,0,0
"Washington, IL",17189,0,2187,0,0,0,2207,0,0,0,2137,0,0,0,2164,0,0,0,2171,0,0,0,2241,0,0,0,2271,0,0,0,2312,0,0,0,2395,0,0,0,2447,0,0
"Wayne, IL",17191,0,3098,0,0,0,3049,0,0,0,2966,0,0,0,2997,0,0,0,3001,0,0,0,3061,0,0,0,3075,0,0,0,3113,0,0,0,3087,0,0,0,3034,0,0
"White, IL",17193,0,3272,0,0,0,3337,0,0,0,2895,0,0,0,3238,0,0,0,3198,0,0,0,3095,0,0,0,3150,0,0,0,3110,0,0,0,3100,0,0,0,3102,0,0
"Whiteside, IL",17195,0,11487,0,0,0,12483,0,0,0,10690,0,0,0,11799,0,0,0,11892,0,0,0,11757,0,0,0,11635,0,0,0,11664,0,0,0,11498,0,0,0,11479,0,0
"Will, IL",17197,0,60005,0,0,0,60192,0,0,0,56841,0,0,0,60108,0,0,0,60338,0,0,0,61568,0,0,0,62540,0,0,0,63926,0,0,0,65587,0,0,0,67906,0,0
"Williamson, IL",17199,0,9921,0,0,0,9748,0,0,0,8971,0,0,0,9527,0,0,0,9390,0,0,0,9418,0,0,0,9530,0,0,0,9565,0,0,0,9683,0,0,0,9674,0,0
"Winnebago, IL",17201,0,41338,0,0,0,42099,0,0,0,38358,0,0,0,39799,0,0,0,40405,0,0,0,41529,0,0,0,42072,0,0,0,42206,0,0,0,42309,0,0,0,42988,0,0
"Woodford, IL",17203,0,6573,0,0,0,6640,0,0,0,6529,0,0,0,6649,0,0,0,6772,0,0,0,6944,0,0,0,7577,0,0,0,7694,0,0,0,7836,0,0,0,7771,0,0
INDIANA,18000,0,965071,0,0,0,964129,0,0,0,959121,0,0,0,953964,0,0,0,955698,0,0,0,956988,0,0,0,960807,0,0,0,965524,0,0,0,969419,0,0,0,977267,0,0
"Adams, IN",18001,0,5198,0,0,0,5237,0,0,0,5169,0,0,0,5200,0,0,0,5229,0,0,0,5191,0,0,0,5252,0,0,0,5240,0,0,0,5185,0,0,0,5280,0,0
"Allen, IN",18003,0,48389,0,0,0,48428,0,0,0,48293,0,0,0,48000,0,0,0,48033,0,0,0,48283,0,0,0,48657,0,0,0,49065,0,0,0,49082,0,0,0,49666,0,0
"Bartholomew, IN",18005,0,11628,0,0,0,11485,0,0,0,11204,0,0,0,10827,0,0,0,10835,0,0,0,10894,0,0,0,10974,0,0,0,11061,0,0,0,11172,0,0,0,11495,0,0
"Benton, IN",18007,0,2134,0,0,0,2167,0,0,0,2108,0,0,0,2173,0,0,0,2128,0,0,0,2148,0,0,0,2136,0,0,0,2149,0,0,0,2193,0,0,0,2130,0,0
"Blackford, IN",18009,0,2858,0,0,0,2785,0,0,0,2588,0,0,0,2547,0,0,0,2505,0,0,0,2452,0,0,0,2406,0,0,0,2395,0,0,0,2390,0,0,0,2384,0,0
"Boone, IN",18011,0,7073,0,0,0,7117,0,0,0,6959,0,0,0,7042,0,0,0,6995,0,0,0,7060,0,0,0,7214,0,0,0,7365,0,0,0,7476,0,0,0,7629,0,0
"Brown, IN",18013,0,2256,0,0,0,2266,0,0,0,2314,0,0,0,2344,0,0,0,2334,0,0,0,2317,0,0,0,2343,0,0,0,2352,0,0,0,2420,0,0,0,2482,0,0
"Carroll, IN",18015,0,3050,0,0,0,2984,0,0,0,2919,0,0,0,2880,0,0,0,2850,0,0,0,2859,0,0,0,2792,0,0,0,2816,0,0,0,2873,0,0,0,2909,0,0
"Cass, IN",18017,0,7656,0,0,0,7818,0,0,0,7646,0,0,0,7560,0,0,0,7572,0,0,0,7362,0,0,0,7500,0,0,0,7275,0,0,0,7018,0,0,0,7065,0,0
"Clark, IN",18019,0,16321,0,0,0,15823,0,0,0,15552,0,0,0,15144,0,0,0,14795,0,0,0,14778,0,0,0,14651,0,0,0,14501,0,0,0,14367,0,0,0,14349,0,0
"Clay, IN",18021,0,4492,0,0,0,4468,0,0,0,4502,0,0,0,4495,0,0,0,4467,0,0,0,4525,0,0,0,4643,0,0,0,4725,0,0,0,4701,0,0,0,4764,0,0
"Clinton, IN",18023,0,6086,0,0,0,6185,0,0,0,6226,0,0,0,6229,0,0,0,6359,0,0,0,6367,0,0,0,6402,0,0,0,6358,0,0,0,6327,0,0,0,6361,0,0
"Crawford, IN",18025,0,2004,0,0,0,1949,0,0,0,1936,0,0,0,1943,0,0,0,1847,0,0,0,1871,0,0,0,1845,0,0,0,1858,0,0,0,1884,0,0,0,1935,0,0
"Daviess, IN",18027,0,4345,0,0,0,4422,0,0,0,4223,0,0,0,4291,0,0,0,4426,0,0,0,4398,0,0,0,4379,0,0,0,4400,0,0,0,4372,0,0,0,4504,0,0
"Dearborn, IN",18029,0,7651,0,0,0,7769,0,0,0,7873,0,0,0,7841,0,0,0,7932,0,0,0,7942,0,0,0,8029,0,0,0,8230,0,0,0,8355,0,0,0,8493,0,0
"Decatur, IN",18031,0,4833,0,0,0,4813,0,0,0,4710,0,0,0,4694,0,0,0,4644,0,0,0,4653,0,0,0,4573,0,0,0,4534,0,0,0,4500,0,0,0,4445,0,0
"DeKalb, IN",18033,0,6769,0,0,0,7018,0,0,0,7158,0,0,0,7281,0,0,0,7244,0,0,0,7256,0,0,0,7349,0,0,0,7380,0,0,0,7352,0,0,0,7359,0,0
"Delaware, IN",18035,0,21440,0,0,0,18749,0,0,0,18755,0,0,0,18184,0,0,0,18265,0,0,0,18390,0,0,0,18159,0,0,0,18163,0,0,0,18057,0,0,0,17955,0,0
"Dubois, IN",18037,0,6486,0,0,0,6566,0,0,0,6506,0,0,0,6491,0,0,0,6645,0,0,0,6794,0,0,0,6843,0,0,0,6974,0,0,0,7129,0,0,0,7252,0,0
"Elkhart, IN",18039,0,26856,0,0,0,27070,0,0,0,27295,0,0,0,27291,0,0,0,27422,0,0,0,27752,0,0,0,28266,0,0,0,28829,0,0,0,29615,0,0,0,30508,0,0
"Fayette, IN",18041,0,5625,0,0,0,5155,0,0,0,5661,0,0,0,4985,0,0,0,4898,0,0,0,4914,0,0,0,4892,0,0,0,4783,0,0,0,4594,0,0,0,4449,0,0
"Floyd, IN",18043,0,11188,0,0,0,11304,0,0,0,11234,0,0,0,10968,0,0,0,10961,0,0,0,11014,0,0,0,11028,0,0,0,10908,0,0,0,11119,0,0,0,11312,0,0
"Fountain, IN",18045,0,3444,0,0,0,3433,0,0,0,3413,0,0,0,3320,0,0,0,3367,0,0,0,3333,0,0,0,3296,0,0,0,3285,0,0,0,3272,0,0,0,3331,0,0
"Franklin, IN",18047,0,2975,0,0,0,3016,0,0,0,2959,0,0,0,2874,0,0,0,3034,0,0,0,2991,0,0,0,2799,0,0,0,2817,0,0,0,2776,0,0,0,2816,0,0
"Fulton, IN",18049,0,2856,0,0,0,2777,0,0,0,2756,0,0,0,2755,0,0,0,2687,0,0,0,2707,0,0,0,2730,0,0,0,2729,0,0,0,2719,0,0,0,2785,0,0
"Gibson, IN",18051,0,5445,0,0,0,5651,0,0,0,5342,0,0,0,5509,0,0,0,5629,0,0,0,5865,0,0,0,5566,0,0,0,5799,0,0,0,5427,0,0,0,5478,0,0
"Grant, IN",18053,0,13539,0,0,0,13225,0,0,0,12972,0,0,0,12595,0,0,0,12365,0,0,0,12188,0,0,0,12046,0,0,0,11969,0,0,0,11960,0,0,0,11897,0,0
"Greene, IN",18055,0,5820,0,0,0,5808,0,0,0,5841,0,0,0,5761,0,0,0,5813,0,0,0,5854,0,0,0,5933,0,0,0,5940,0,0,0,5953,0,0,0,6014,0,0
"Hamilton, IN",18057,0,18721,0,0,0,19441,0,0,0,20018,0,0,0,20445,0,0,0,21347,0,0,0,22221,0,0,0,23206,0,0,0,24396,0,0,0,25777,0,0,0,26942,0,0
"Hancock, IN",18059,0,9184,0,0,0,9257,0,0,0,9105,0,0,0,9286,0,0,0,9172,0,0,0,9184,0,0,0,9108,0,0,0,9296,0,0,0,9351,0,0,0,9571,0,0
"Harrison, IN",18061,0,5607,0,0,0,5607,0,0,0,5586,0,0,0,5527,0,0,0,5652,0,0,0,5683,0,0,0,5770,0,0,0,5896,0,0,0,5996,0,0,0,6055,0,0
"Hendricks, IN",18063,0,11547,0,0,0,11478,0,0,0,14459,0,0,0,14422,0,0,0,14433,0,0,0,14638,0,0,0,14964,0,0,0,15338,0,0,0,15650,0,0,0,16161,0,0
"Henry, IN",18065,0,9863,0,0,0,9656,0,0,0,9338,0,0,0,9120,0,0,0,8658,0,0,0,8817,0,0,0,8731,0,0,0,8541,0,0,0,8635,0,0,0,8731,0,0
"Howard, IN",18067,0,15740,0,0,0,15451,0,0,0,15067,0,0,0,14741,0,0,0,14609,0,0,0,14629,0,0,0,14552,0,0,0,14429,0,0,0,14300,0,0,0,14461,0,0
"Huntington, IN",18069,0,6688,0,0,0,6748,0,0,0,6650,0,0,0,6798,0,0,0,6726,0,0,0,6813,0,0,0,6788,0,0,0,6870,0,0,0,6930,0,0,0,6870,0,0
"Jackson, IN",18071,0,6705,0,0,0,6689,0,0,0,6668,0,0,0,6585,0,0,0,6588,0,0,0,6496,0,0,0,6518,0,0,0,6598,0,0,0,6509,0,0,0,6568,0,0
"Jasper, IN",18073,0,4465,0,0,0,4483,0,0,0,4458,0,0,0,4427,0,0,0,4496,0,0,0,4452,0,0,0,4585,0,0,0,4651,0,0,0,4724,0,0,0,4852,0,0
"Jay, IN",18075,0,4558,0,0,0,4434,0,0,0,4285,0,0,0,4222,0,0,0,4126,0,0,0,4183,0,0,0,4109,0,0,0,4075,0,0,0,4045,0,0,0,4022,0,0
"Jefferson, IN",18077,0,5223,0,0,0,5346,0,0,0,5262,0,0,0,5259,0,0,0,5074,0,0,0,4937,0,0,0,4948,0,0,0,5024,0,0,0,4882,0,0,0,4871,0,0
"Jennings, IN",18079,0,4490,0,0,0,4348,0,0,0,4389,0,0,0,4343,0,0,0,4224,0,0,0,4259,0,0,0,4322,0,0,0,4385,0,0,0,4554,0,0,0,4630,0,0
"Johnson, IN",18081,0,17107,0,0,0,17065,0,0,0,17005,0,0,0,16961,0,0,0,17208,0,0,0,17353,0,0,0,17565,0,0,0,17846,0,0,0,18266,0,0,0,18724,0,0
"Knox, IN",18083,0,6395,0,0,0,6398,0,0,0,6323,0,0,0,6255,0,0,0,6250,0,0,0,6367,0,0,0,6452,0,0,0,6450,0,0,0,6411,0,0,0,6418,0,0
